FinalProcessedData,Assignment group,TextToSequence,WordLength
not access company collaboration platform server usa get error message indicate busy right try later please see attachment review message need additional information reach,GRP_0,"[3, 23, 17, 118, 116, 67, 123, 33, 27, 46, 819, 1371, 309, 48, 1175, 5, 77, 254, 410, 46, 32, 96, 136, 551]",24
vip hub collaboration platform receive unable access hub collaboration platform collaboration platform receive error best lpoebzsc grknswyo executive assistant tofinance vip vice president chief financial officer,GRP_0,"[262, 300, 118, 116, 2, 11, 23, 300, 118, 116, 118, 116, 2, 27, 130, 2300, 2301, 2625, 1027, 5194, 262, 1837, 1536, 2378, 617, 5195]",26
cursor move opposite direction direction,GRP_0,"[2626, 492, 5196, 1365, 1365]",5
erp sid account lock,GRP_0,"[7, 18, 15, 30]",4
erp password reset user lombab summaryoperator not know mii username,GRP_0,"[7, 4, 6, 12, 5197, 5198, 3, 177, 376, 299]",10
inc ticket update,GRP_0,"[151, 19, 35]",3
server busy collaboration platform,GRP_0,"[67, 1371, 118, 116]",4
vip printer driver not instal unsuccessful network printer tc tc attempt result error processing request,GRP_0,"[262, 93, 178, 3, 229, 1521, 20, 93, 562, 562, 304, 514, 27, 1057, 54]",15
vip unable sign one note password not synche,GRP_0,"[262, 11, 209, 159, 273, 4, 3, 1343]",8
erp sid password reset request,GRP_0,"[7, 18, 4, 6, 54]",5
archive email old email archive somewhere need access get,GRP_0,"[626, 34, 226, 34, 626, 2627, 32, 23, 33]",9
inc packet drop india receive ramdntythanjeshkurtyar send tuesday september spxqmiry zpwgoqju sadjuetha shwyhdtu cc datacenter network subject dear vignbhyesh experience internal fiber medium issue outage team work restoration etr pm warm,GRP_8,"[151, 878, 898, 253, 2, 5199, 65, 520, 246, 5200, 5201, 5202, 5203, 206, 1143, 20, 119, 127, 5204, 638, 571, 1678, 648, 9, 36, 74, 16, 2628, 5205, 70, 528]",31
hostname web tier epmsystem java server hostname oracle finance app financial management service monitor unknown hostname monitor unknown,GRP_12,"[37, 397, 1178, 810, 858, 67, 37, 1177, 467, 228, 617, 86, 176, 281, 1068, 37, 281, 1068]",18
rickjdt confirm password work reset,GRP_0,"[5206, 128, 4, 16, 6]",5
erp sid password reset,GRP_0,"[7, 18, 4, 6]",4
job pp eu tool netch ap fail job scheduler receive job,GRP_8,"[1, 333, 190, 10, 340, 341, 14, 1, 13, 2, 1]",11
windows account lock,GRP_0,"[89, 15, 30]",3
job pp eu tool netch ap fail job scheduler receive job,GRP_8,"[1, 333, 190, 10, 340, 341, 14, 1, 13, 2, 1]",11
erp sid password reset,GRP_0,"[7, 18, 4, 6]",4
job job b fail job scheduler receive job,GRP_8,"[1, 1, 917, 14, 1, 13, 2, 1]",8
erp sid access start get error logon balance see attachment user vadnhyt stegyhui manjhyt,GRP_0,"[7, 18, 23, 31, 33, 27, 211, 416, 77, 254, 12, 5207, 5208, 5209]",14
india kirty packet drop telecom vendor link since et telecom vendor,GRP_8,"[253, 1186, 878, 898, 25, 24, 142, 63, 66, 25, 24]",11
request receive sir salary slip user would lock apprentice jahtyujwith no pl help retrieve good,GRP_0,"[54, 2, 332, 1092, 1129, 12, 56, 30, 2629, 5210, 8, 338, 29, 1029, 69]",15
not reiceve email form mobile phone could reset company detail cihaz modeli iphonec cihaz tr iphone cihaz kimlii hnorauaperabdlbtc cihaz iletim sistemi ios sartlgeo lhqksbdxa cihaz kullanc aracs appleiphonec cihaz imei exchange activesync srm cihaz erii durumu quarantine cihaz durumu nedeni global,GRP_0,"[3, 5211, 34, 312, 145, 107, 117, 6, 17, 137, 980, 5212, 1883, 980, 2630, 202, 980, 5213, 5214, 980, 5215, 5216, 896, 873, 2528, 980, 5217, 5218, 1884, 980, 1319, 270, 482, 5219, 980, 5220, 2631, 746, 980, 2631, 5221, 75]",42
add printer ag receive hello try receive follow message please enable connect erp room germany attend workshop week october many,GRP_0,"[134, 93, 2231, 2, 28, 48, 2, 115, 46, 5, 313, 42, 7, 842, 203, 1623, 5222, 267, 248, 284]",20
telephony software description department description germany user update ifbg would expect cfc customer fulfillment center instead please let know stand reason change,GRP_0,"[536, 156, 561, 423, 561, 203, 12, 35, 5223, 56, 659, 5224, 71, 5225, 353, 1035, 5, 173, 177, 5226, 552, 47]",22
erp ticket,GRP_0,"[7, 19]",2
wireless access companyguest request receive hello please usa kahrthyeuiuiw koithc hr tool germany september confirm sctqwgmj yambwtfk many,GRP_0,"[337, 23, 1096, 54, 2, 28, 5, 123, 5227, 5228, 153, 10, 203, 246, 128, 5229, 5230, 284]",18
vsbhyrt unable open eng engineering tool nor able log password management tool reset password pls help,GRP_0,"[5231, 11, 45, 731, 73, 10, 1118, 43, 50, 4, 86, 10, 6, 4, 372, 29]",16
job job fail job scheduler receive job,GRP_9,"[1, 1, 14, 1, 13, 2, 1]",7
reset password erp sid production user would laijuttr receive hi help desk kindly not able login change morning,GRP_0,"[6, 4, 7, 18, 139, 12, 56, 2632, 2, 52, 29, 354, 183, 3, 43, 21, 47, 164]",18
not able click icon login citrix please refer screenshot,GRP_12,"[3, 43, 172, 650, 21, 473, 5, 418, 255]",9
ticket no comment add receive hello bohyub pradtheyp yesterday jaya convey discuss change require graphic portal requirement fulfil please goahead change,GRP_0,"[19, 8, 639, 134, 2, 28, 5232, 2633, 346, 5233, 5234, 1617, 47, 188, 5235, 167, 1372, 5236, 5, 5237, 47]",21
unable login engineering tool,GRP_0,"[11, 21, 73, 10]",4
unable login erp sid account,GRP_0,"[11, 21, 7, 18, 15]",5
job job fail job scheduler receive job,GRP_9,"[1, 1, 14, 1, 13, 2, 1]",7
windows account lock,GRP_0,"[89, 15, 30]",3
erp sid account lock,GRP_0,"[7, 18, 15, 30]",4
job job fail job scheduler receive job,GRP_9,"[1, 1, 14, 1, 13, 2, 1]",7
ship dashbankrd datainformation not display select previous week tab datum refresh issue maybe refresh daily something break respect extraction freight cost region analysis package dashbankrd total freight cost sale org location export indicator analysis delivery type analysis carrier wise analysis shipping statistic datum not find report,GRP_9,"[2350, 1328, 5238, 3, 325, 305, 942, 267, 394, 217, 519, 9, 2450, 519, 381, 573, 909, 1297, 5239, 2634, 1193, 1314, 319, 769, 1328, 334, 2634, 1193, 149, 935, 243, 1463, 5240, 319, 608, 81, 319, 1292, 2635, 319, 1830, 675, 217, 3, 169, 85]",46
vpn not work vpn company com link give error,GRP_0,"[40, 3, 16, 40, 17, 170, 142, 196, 27]",9
problem ap vpn receive hi use home good,GRP_0,"[51, 341, 40, 2, 52, 41, 285, 69]",8
vpn not work vpn company com link give error,GRP_0,"[40, 3, 16, 40, 17, 170, 142, 196, 27]",9
user unable tologin vpn connect user system use teamviewer help login company vpn link issue resolve,GRP_0,"[12, 11, 1194, 40, 42, 12, 38, 41, 182, 29, 21, 17, 40, 142, 9, 79]",16
not able log vpn try open new session go finished p namemehrugshy language browsermicrosoft internet explorer customer number telephone summaryi page,GRP_0,"[3, 43, 50, 40, 48, 45, 62, 553, 144, 1176, 704, 5241, 78, 101, 72, 84, 71, 68, 99, 220, 219]",21
vpn not work vpn company com link give error,GRP_0,"[40, 3, 16, 40, 17, 170, 142, 196, 27]",9
vpn not work vpn company com link give error,GRP_0,"[40, 3, 16, 40, 17, 170, 142, 196, 27]",9
user unable tologin vpn connect user system use teamviewer help login company vpn link issue resolve,GRP_0,"[12, 11, 1194, 40, 42, 12, 38, 41, 182, 29, 21, 17, 40, 142, 9, 79]",16
vpn connectivity receive not reconnect vpn hit click screen not change try closing relaunche result restart computer result best,GRP_0,"[40, 747, 2, 3, 2636, 40, 1347, 172, 141, 3, 47, 48, 2543, 2556, 514, 233, 97, 514, 130]",19
vpn not work vpn company com link give error,GRP_0,"[40, 3, 16, 40, 17, 170, 142, 196, 27]",9
vpn not work vpn company com link give error,GRP_0,"[40, 3, 16, 40, 17, 170, 142, 196, 27]",9
user unable tologin vpn connect user system use teamviewer help login company vpn link issue resolve,GRP_0,"[12, 11, 1194, 40, 42, 12, 38, 41, 182, 29, 21, 17, 40, 142, 9, 79]",16
unable access na vpn click click enter new session screen repeat instead prompt user would password usually able use euro link provide email,GRP_0,"[11, 23, 44, 40, 172, 172, 187, 62, 553, 141, 959, 1035, 302, 12, 56, 4, 1527, 43, 41, 5242, 142, 162, 34]",23
vpn receive issue not get log vpn dthyan matheywtyuews sale manager gl,GRP_0,"[40, 2, 9, 3, 33, 50, 40, 892, 893, 149, 57, 877]",12
vpn not work vpn company com link give error,GRP_0,"[40, 3, 16, 40, 17, 170, 142, 196, 27]",9
vpn not work,GRP_0,"[40, 3, 16]",3
user unable tologin vpn connect user system use teamviewer help login company vpn link issue resolve,GRP_0,"[12, 11, 1194, 40, 42, 12, 38, 41, 182, 29, 21, 17, 40, 142, 9, 79]",16
vpn login issue issue user unable tologin vpn connect user system use teamviewer help company link issue resolve,GRP_0,"[40, 21, 9, 9, 12, 11, 1194, 40, 42, 12, 38, 41, 182, 29, 17, 142, 9, 79]",18
user unable tologin vpn namelizhwdoe mjudivse language browsermicrosoft internet explorer customer number telephone summarycan not login vpn,GRP_0,"[12, 11, 1194, 40, 5243, 5244, 78, 101, 72, 84, 71, 68, 99, 820, 3, 21, 40]",17
namewvqgbdhm fwchqjor language browsermicrosoft internet explorer customer number telephonenot available summarycan not get vpn need est not happen please help aerp,GRP_0,"[5245, 5246, 78, 101, 72, 84, 71, 68, 5247, 133, 820, 3, 33, 40, 32, 558, 3, 291, 5, 29, 344]",21
error login sid system system verify user detail employee manager name user try password management tool pwd manager unlock reset erp would todaypay caller confirm able login issue resolve,GRP_0,"[27, 21, 18, 38, 38, 82, 12, 137, 129, 57, 58, 12, 48, 4, 86, 10, 636, 57, 64, 6, 7, 56, 803, 160, 128, 43, 21, 9, 79]",29
distributor tool account not work dashbankrd go not select sale org customer,GRP_0,"[335, 10, 15, 3, 16, 1328, 144, 3, 305, 149, 935, 71]",12
access tjlizqgc ngvwoukp calendars namexmeytziq dcgwuvfk language browsermicrosoft internet explorer customer number telephone summaryi need get ngvwoukp calendar take ehs duty usa well indiana,GRP_0,"[23, 2637, 1910, 5248, 5249, 5250, 78, 101, 72, 84, 71, 68, 99, 220, 32, 33, 1910, 371, 192, 1673, 5251, 123, 469, 5252]",24
unable see name engineering tool,GRP_0,"[11, 77, 58, 73, 10]",5
ticket update inplant,GRP_0,"[19, 35, 135]",3
mii password reset nameitclukpe aimcfeko language browsermicrosoft internet explorer customer number telephone summaryneed user name wpcatozg roceshun em current would let log system not,GRP_0,"[376, 4, 6, 5253, 2638, 78, 101, 72, 84, 71, 68, 99, 1159, 12, 58, 5254, 5255, 1211, 586, 56, 173, 50, 38, 3]",24
crm addin outlook receive global team not currently connectivity microsoft company computer require begin link email contact information without work device unable please open ticket get complete,GRP_0,"[91, 360, 22, 2, 75, 74, 3, 328, 747, 163, 17, 97, 188, 1287, 142, 34, 49, 136, 466, 16, 92, 11, 5, 45, 19, 33, 197]",27
password reset,GRP_0,"[4, 6]",2
ticket update inplant,GRP_0,"[19, 35, 135]",3
unable connect ca printer,GRP_0,"[11, 42, 2639, 93]",4
not print anymore tc printer ask trust source driver install still not work update,GRP_0,"[3, 120, 487, 562, 93, 214, 872, 417, 178, 161, 221, 3, 16, 35]",14
lock crm account,GRP_0,"[30, 91, 15]",3
access drawing net weaver namejashyht mkuhtyhui language browsermicrosoft internet explorer customer number telephone summaryi erp netweaver business client unable pull drawing see coworker screen look similar draw tab miss mine,GRP_0,"[23, 330, 306, 694, 5256, 2640, 78, 101, 72, 84, 71, 68, 99, 220, 7, 266, 124, 150, 11, 613, 330, 77, 1373, 141, 244, 1771, 1564, 394, 316, 1331]",30
crm outlook receive hello team need get remfg toolte please reach soon possible good,GRP_0,"[91, 22, 2, 28, 74, 32, 33, 5257, 5258, 5, 551, 497, 249, 69]",14
crmoutlook receive no longer crm portion add outlook need instal login webdhyt employee number good,GRP_0,"[5259, 2, 8, 378, 91, 2544, 134, 22, 32, 229, 21, 5260, 129, 68, 69]",15
crm addin outlook receive hi not see option outlook please let know get work dallas next monday training,GRP_0,"[91, 360, 22, 2, 52, 3, 77, 373, 22, 5, 173, 177, 33, 16, 5261, 294, 326, 602]",18
crm addin outook need outlook perform daily job function move forward,GRP_0,"[91, 360, 5262, 32, 22, 395, 381, 1, 368, 492, 531]",11
ticket update inplant,GRP_0,"[19, 35, 135]",3
send item folder not show outlook,GRP_0,"[65, 1063, 138, 3, 131, 22]",6
ticket no ticket update,GRP_0,"[19, 8, 19, 35]",4
sfb issue summaryunable log skype call,GRP_0,"[1655, 9, 1299, 50, 55, 60]",6
ticket no ticket update,GRP_0,"[19, 8, 19, 35]",4
update ticket no,GRP_0,"[35, 19, 8]",3
sandplant fc drlab hostname since pm et,GRP_8,"[1749, 828, 5263, 37, 63, 70, 66]",7
terhyury jerhtyua employee usa lock mii please unlock verify sid access access employee unable report production capture value add datum,GRP_0,"[2616, 5264, 129, 123, 30, 376, 5, 64, 82, 18, 23, 23, 129, 11, 85, 139, 1506, 644, 134, 217]",20
schdule namefinal job scheduler batch job documentation need update,GRP_8,"[5265, 5266, 1, 13, 1106, 1, 2305, 32, 35]",9
sfb issue not access skype business come message cprogramdnty filesmicrosoft office rootoffice lync exe,GRP_0,"[1655, 9, 3, 23, 55, 124, 245, 46, 5267, 5268, 122, 5269, 1620, 525]",14
windows password reset,GRP_0,"[89, 4, 6]",3
user switzerlandim block netweaver receive hello please unlock access marftgytin switzerlandik reinstall application report many fail login best,GRP_0,"[12, 5270, 184, 266, 2, 28, 5, 64, 23, 1432, 5271, 475, 143, 85, 284, 14, 21, 130]",18
unable connect skype,GRP_0,"[11, 42, 55]",3
outlook not start,GRP_0,"[22, 3, 31]",3
mobile device activation,GRP_0,"[145, 92, 216]",3
power supply issue pwrhmc hq company com,GRP_8,"[26, 258, 9, 5272, 1056, 17, 170]",7
try get status ticket number ticket no nameerirtc language browsermicrosoft internet explorer customer number telephone summarytrying ticket no,GRP_0,"[48, 33, 298, 19, 68, 19, 8, 1911, 78, 101, 72, 84, 71, 68, 99, 2641, 19, 8]",18
windows account lockout,GRP_0,"[89, 15, 408]",3
unable connect mobile broadband,GRP_0,"[11, 42, 145, 934]",4
unable load outlook due crm,GRP_0,"[11, 175, 22, 318, 91]",5
smart phone issue iphone reduce ear speaker speak individual not hear volume faint must use speaker phone make call nonsecure repair replace,GRP_0,"[1912, 107, 9, 202, 2399, 5273, 708, 1342, 1565, 3, 522, 352, 5274, 427, 41, 708, 107, 261, 60, 5275, 526, 902]",22
employee mobility agreement receive hello support team please release device per attach form mobile device corresponding attach moment use outlook app hello joftgost please approve return mail,GRP_0,"[129, 940, 745, 2, 28, 180, 74, 5, 476, 92, 303, 132, 312, 145, 92, 5276, 132, 717, 41, 22, 228, 28, 5277, 5, 472, 538, 148]",27
no response caller,GRP_0,"[8, 498, 160]",3
account lock bex,GRP_0,"[15, 30, 339]",3
outlook not work update sp nothing,GRP_0,"[22, 3, 16, 35, 1460, 481]",6
please setup printer dg dg hostname x print driver,GRP_12,"[5, 186, 93, 1363, 1363, 37, 83, 120, 178]",9
printer not update driver not print status printer map need update however try not quit half way installation,GRP_0,"[93, 3, 35, 178, 3, 120, 298, 93, 933, 32, 35, 630, 48, 3, 5278, 2264, 669, 256]",18
printer problem reroute issue information hi team could please route file print pa hp ip plant note hardware doubt contact,GRP_8,"[93, 51, 815, 9, 136, 52, 74, 117, 5, 1795, 125, 120, 941, 546, 460, 222, 273, 1228, 2292, 49]",20
account lock ad,GRP_0,"[15, 30, 154]",3
ticket update inplant,GRP_0,"[19, 35, 135]",3
password management tool account unlock,GRP_0,"[4, 86, 10, 15, 64]",5
job job dr fail job scheduler receive job,GRP_8,"[1, 1, 1235, 14, 1, 13, 2, 1]",8
unable received incoming email hi team kindly please assist user kassiaryu email pc name aswl hydstheud mddwwyleh operation supervisor company distribution service asia pte ltd email,GRP_0,"[11, 1913, 1346, 34, 52, 74, 183, 5, 263, 12, 5279, 34, 121, 58, 2326, 2642, 2643, 598, 511, 17, 327, 176, 1023, 1304, 876, 34]",26
job bkbackup tool sql prod inc fail job scheduler receive job,GRP_8,"[1, 515, 10, 1018, 384, 151, 14, 1, 13, 2, 1]",11
add user maghtyion cnjkeko cekomthyr active directory group eagcutview,GRP_0,"[134, 12, 5280, 5281, 5282, 88, 663, 364, 2644]",9
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
network problem multiple application run slow hi manjgtiry,GRP_0,"[20, 51, 471, 143, 185, 201, 52, 2504]",8
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
job bwhrattr fail job scheduler receive job,GRP_9,"[1, 864, 14, 1, 13, 2, 1]",7
job job fail job scheduler receive critical lhqsid company company com f time ipc failure read net message ipc read error system error connection reset peer abort backup statistic session queuing time hour complete disk agent abort total medium mbyte mb use agent error job,GRP_8,"[1, 1, 14, 1, 13, 2, 685, 1370, 17, 17, 170, 404, 76, 1188, 690, 366, 306, 46, 1188, 366, 27, 38, 27, 152, 6, 2645, 756, 80, 675, 553, 944, 76, 347, 197, 238, 179, 756, 334, 648, 945, 713, 41, 179, 27, 1]",45
